overall,reviewText,summary
4.0,"I like this series and play just the single player version. Its challenging but I would say not enough to say this game does not get stale in 6 months or less. I don't spend hours playing if I did, I would probably feel cheated that this game did not hold much challenge. Maybe online it might be better?
One thing I don't see is much in the way of defects in game play. I give the developers credit for increasing complexity and reducing code errors.
Only once did I get a freeze up, and it quickly corrected.","Single player good, can't speak for multi player online."
5.0,Grandson loves it,Five Stars
4.0,"My name is Logan and I'd just like to say that this game is freaking awesome. I am big on collecting SNES, N64 and Gameboy games. Rock'n Roll Racing is one of those minor rare games that costs like 45 bucks at videogame stores, got this for a killer deal though and am happy about that. Docking a star though cause of some weird metal stuff on the cartridge that is impossible to get out but at least I can see most of the label art, label is definitely important but other than that... it plays perfectly and is one of the best racing games. Definitely beats Super Mario Kart!

30 bucks though for this game? Killer deal!",My name is Logan Ledferd and I'd just like to say that this game is freaking awesome
5.0,"My son is happy to finally own one of his favorite games, Terraria. I've played a little of it myself and see why he loves this game, it's got the old 2D game feel but with a cleaner better running feel to it. I'd recommend it to gamer's who haven't tried it out yet.",Good old time 2D feel game.
5.0,Love it!,Five Stars
5.0,love it,Five Stars
5.0,this game is intense,Five Stars
4.0,"It's a power adapter, so the primary judgement should be whether or not it charges the product that it is intended.  In that regard, it works.

It is the same exact OEM charger that arrives with current gen/""old"" 3DS XL/3DS/2DS handhelds, so no concerns there.

Only slight problem I had, and the reasoning behind the one star deduction, is that the adapter arrived somewhat dirty.  After cleaning the entire item (plug to plug) with a couple alcohol wipes, looks as good as new.  All set to buy the ""new"" 3DS XL now at some point in the near future.",Good alternative to boxed retail item
5.0,"Cheap noise cancelling PS3 mic, or USB webcam. A bargain for either purpose, IMO.",Five Stars
5.0,ok,ok
